MCC_mean,MCC_sd,thr_mean,Recall_mean,Precision_mean,mtry,min_node,class_w_mult
0.745054699573218,0.032689115948014,0.608,0.6194337194337194,0.9594162294162294,4,1,1
0.7449980649188669,0.03171866048706187,0.552,0.6284749034749035,0.9476434085928401,4,5,2
0.7449478387665498,0.035645677390516654,0.638,0.6105694980694981,0.9727577431928427,5,5,2
0.7445900335438913,0.03647656398919564,0.608,0.6231177606177606,0.9541360427381541,5,1,8
0.7442610374733687,0.03436957329985353,0.49400000000000005,0.6482786357786358,0.9228858316275652,3,1,2
0.7438227518100433,0.033965065619246726,0.554,0.6338320463320464,0.9376891699063682,5,1,3
0.7437721239866685,0.0340483748924564,0.5700000000000001,0.6266570141570141,0.9474021382332984,5,5,10
0.7437127146852578,0.03519818680144683,0.584,0.6230694980694981,0.9517690682845998,4,1,10
0.7436764641381185,0.032572672490348384,0.5760000000000001,0.628458815958816,0.9445696275168898,5,1,5
0.7435970968206471,0.034443015424459086,0.548,0.6302927927927928,0.942370181683445,4,1,2
0.7434541436083806,0.03228642325040288,0.5920000000000001,0.6194015444015444,0.9569443597612611,3,5,2
0.7429307294285583,0.034190629512524086,0.584,0.6248230373230373,0.9481591215583015,5,5,1
0.7425470161890276,0.0341445753764909,0.5660000000000001,0.6248712998712999,0.9474642418491456,5,5,3
0.7415105150064368,0.03757091289481458,0.5760000000000001,0.6284749034749035,0.9407647644250393,4,1,8
